Year,Month,State,County,Rate
2013,July,Michigan,Isabella County,9
2013,July,Michigan,Houghton County,10.2
2013,July,Michigan,Muskegon County,11.4
2013,July,Michigan,Lake County,14.3
2013,July,Michigan,Chippewa County,11.4
2013,July,Michigan,Clinton County,7.4
2013,July,Michigan,Manistee County,10.7
2013,July,Michigan,Osceola County,11.7
2013,July,Michigan,Ottawa County,7.4
2013,July,Michigan,Lenawee County,9.7
2013,July,Michigan,Ionia County,10.1
2013,July,Michigan,Sanilac County,11.5
2013,July,Michigan,Gogebic County,11.7
2013,July,Michigan,Delta County,10.7
2013,July,Michigan,Otsego County,10.7
2013,July,Michigan,Montcalm County,11.3
2013,July,Michigan,Monroe County,9
2013,July,Michigan,Shiawassee County,11.1
2013,July,Michigan,Iron County,10.1
2013,July,Michigan,Ingham County,9.5
2013,July,Michigan,Branch County,9.9
2013,July,Michigan,Saint Clair County,12.9
2013,July,Michigan,Schoolcraft County,13
2013,July,Michigan,Kalamazoo County,8.2
2013,July,Michigan,Keweenaw County,13.7
2013,July,Michigan,Ogemaw County,12.2
2013,July,Michigan,Leelanau County,7.3
2013,July,Michigan,Midland County,8.9
2013,July,Michigan,Antrim County,10.5
2013,July,Michigan,Ontonagon County,14.2
2013,July,Michigan,Newaygo County,9.9
2013,July,Michigan,Kent County,7.5
2013,July,Michigan,Presque Isle County,14
2013,July,Michigan,Luce County,10.2
2013,July,Michigan,Van Buren County,10.7
2013,November,Michigan,Livingston County,6.4
2013,November,Michigan,Clare County,10.2
2013,November,Michigan,Macomb County,8.3
2013,November,Michigan,Baraga County,12.7
2013,November,Michigan,Mason County,8.3
2013,November,Michigan,Eaton County,5.3
2013,November,Michigan,Calhoun County,6.7
2013,November,Michigan,Iosco County,10.3
2013,November,Michigan,Benzie County,9.6
2013,November,Michigan,Alcona County,12.7
2013,November,Michigan,Alger County,11.7
2013,November,Michigan,Gladwin County,10.4
2013,November,Michigan,Huron County,6.7
2013,November,Michigan,Mecosta County,8.2
2013,November,Michigan,Menominee County,7.1
2013,November,Michigan,Marquette County,6.8
2013,November,Michigan,Gratiot County,7.4
2013,November,Michigan,Kalkaska County,10.1
2013,November,Michigan,Montmorency County,15.1
2013,November,Michigan,Saint Joseph County,6.7
2013,November,Michigan,Charlevoix County,9.9
2013,November,Michigan,Mackinac County,16
2013,November,Michigan,Washtenaw County,5
2013,November,Michigan,Dickinson County,7.4
2013,November,Michigan,Barry County,5.3
2013,November,Michigan,Arenac County,11.8
2013,November,Michigan,Tuscola County,9
2013,November,Michigan,Oscoda County,13.9
2013,November,Michigan,Wayne County,10.2
2013,November,Michigan,Roscommon County,12.3
2013,November,Michigan,Alpena County,8.2
2013,November,Michigan,Jackson County,7.1
2013,November,Michigan,Saginaw County,7.7
2013,November,Michigan,Missaukee County,7.8
2013,November,Michigan,Genesee County,8.7
2013,November,Michigan,Hillsdale County,7.6
2013,November,Michigan,Cheboygan County,12.3
2013,November,Michigan,Wexford County,9.5
2013,November,Michigan,Berrien County,7.6
2013,November,Michigan,Oceana County,11.1
2013,November,Michigan,Oakland County,6.9
2013,November,Michigan,Lapeer County,10
2013,November,Michigan,Cass County,7.2
2013,November,Michigan,Allegan County,5.6
2013,November,Michigan,Crawford County,10.5
2013,November,Michigan,Bay County,7.4
2013,November,Michigan,Emmet County,11.5
2013,November,Michigan,Grand Traverse County,6.5
2013,November,Michigan,Isabella County,5.9
2013,November,Michigan,Houghton County,7.3
2013,November,Michigan,Muskegon County,8.5
2013,November,Michigan,Lake County,11.9
2013,November,Michigan,Chippewa County,9.6
2013,November,Michigan,Clinton County,4.8
2013,November,Michigan,Manistee County,9.7
2013,November,Michigan,Osceola County,8.9
2013,November,Michigan,Ottawa County,5.1
2013,November,Michigan,Lenawee County,6.9
2013,November,Michigan,Ionia County,6.5
2013,November,Michigan,Sanilac County,8.8
2013,November,Michigan,Gogebic County,10
2013,November,Michigan,Delta County,8.9
2013,November,Michigan,Otsego County,10
2013,November,Michigan,Montcalm County,8
2013,November,Michigan,Monroe County,6.3
2013,November,Michigan,Shiawassee County,7.9
2013,November,Michigan,Iron County,9.6
2013,November,Michigan,Ingham County,6.2
2013,November,Michigan,Branch County,7.3
2013,November,Michigan,Saint Clair County,10
2013,November,Michigan,Schoolcraft County,11.5
2013,November,Michigan,Kalamazoo County,5.9
2013,November,Michigan,Keweenaw County,13
2013,November,Michigan,Ogemaw County,10.3
2013,November,Michigan,Leelanau County,6.5
2013,November,Michigan,Midland County,6.5
2013,November,Michigan,Antrim County,11.2
2013,November,Michigan,Ontonagon County,12.5
2013,November,Michigan,Newaygo County,7.6
2013,November,Michigan,Kent County,5.2
2013,November,Michigan,Presque Isle County,13.5
2013,November,Michigan,Luce County,10.1
2013,November,Michigan,Van Buren County,8.7
2012,February,Michigan,Livingston County,8.3
2012,February,Michigan,Clare County,13.4
2012,February,Michigan,Macomb County,10
2012,February,Michigan,Baraga County,15
2012,February,Michigan,Mason County,12.2
2012,February,Michigan,Eaton County,7.3
2012,February,Michigan,Calhoun County,9
2012,February,Michigan,Iosco County,13.7
2012,February,Michigan,Benzie County,13.6
2012,February,Michigan,Alcona County,15.2
2012,February,Michigan,Alger County,15
2012,February,Michigan,Gladwin County,13.9
2012,February,Michigan,Huron County,9.8
2012,February,Michigan,Mecosta County,10.9
2012,February,Michigan,Menominee County,8.7
2012,February,Michigan,Marquette County,9
2012,February,Michigan,Gratiot County,9.8
2012,February,Michigan,Kalkaska County,13.5
2012,February,Michigan,Montmorency County,19.2
2012,February,Michigan,Saint Joseph County,9.9
2012,February,Michigan,Charlevoix County,13.6
2012,February,Michigan,Mackinac County,26.5
2012,February,Michigan,Washtenaw County,5.9
2012,February,Michigan,Dickinson County,9.2
2012,February,Michigan,Barry County,7.7
2012,February,Michigan,Arenac County,15.7
2012,February,Michigan,Tuscola County,11.8
2012,February,Michigan,Oscoda County,18.9
2012,February,Michigan,Wayne County,11.5
2012,February,Michigan,Roscommon County,15.4
2012,February,Michigan,Alpena County,11.5
2012,February,Michigan,Jackson County,9.1
2012,February,Michigan,Saginaw County,9.9
2012,February,Michigan,Missaukee County,11.7
2012,February,Michigan,Genesee County,10.4
2012,February,Michigan,Hillsdale County,9.5
2012,February,Michigan,Cheboygan County,19.8
2012,February,Michigan,Wexford County,11.8
2012,February,Michigan,Berrien County,10.1
2012,February,Michigan,Oceana County,16.7
2012,February,Michigan,Oakland County,8.3
2012,February,Michigan,Lapeer County,12.7
2012,February,Michigan,Cass County,9.1
2012,February,Michigan,Allegan County,8.5
2012,February,Michigan,Crawford County,13.8
2012,February,Michigan,Bay County,9.8
2012,February,Michigan,Emmet County,15.1
2012,February,Michigan,Grand Traverse County,10.1
2012,February,Michigan,Isabella County,7.6
2012,February,Michigan,Houghton County,9.8
2012,February,Michigan,Muskegon County,10.8
2012,February,Michigan,Lake County,14.5
2012,February,Michigan,Chippewa County,12
2012,February,Michigan,Clinton County,6.5
2012,February,Michigan,Manistee County,13.3
2012,February,Michigan,Osceola County,10.8
2012,February,Michigan,Ottawa County,7.2
2012,February,Michigan,Lenawee County,9.2
2012,February,Michigan,Ionia County,9.3
2012,February,Michigan,Sanilac County,12.2
2012,February,Michigan,Gogebic County,11.4
2012,February,Michigan,Delta County,11.5
2012,February,Michigan,Otsego County,12.2
2012,February,Michigan,Montcalm County,11.3
2012,February,Michigan,Monroe County,8.3
2012,February,Michigan,Shiawassee County,10.5
2012,February,Michigan,Iron County,11.1
2012,February,Michigan,Ingham County,7.9
2012,February,Michigan,Branch County,9.7
2012,February,Michigan,Saint Clair County,12.5
2012,February,Michigan,Schoolcraft County,15.5
2012,February,Michigan,Kalamazoo County,7.5
2012,February,Michigan,Keweenaw County,14.2
2012,February,Michigan,Ogemaw County,13.6
2012,February,Michigan,Leelanau County,10.7
2012,February,Michigan,Midland County,8.5
2012,February,Michigan,Antrim County,13.9
2012,February,Michigan,Ontonagon County,14.3
2012,February,Michigan,Newaygo County,10.7
2012,February,Michigan,Kent County,7.4
2012,February,Michigan,Presque Isle County,20.2
2012,February,Michigan,Luce County,12
2012,February,Michigan,Van Buren County,12.1
2012,October,Michigan,Livingston County,7.5
2012,October,Michigan,Clare County,9.9
2012,October,Michigan,Macomb County,9.6
2012,October,Michigan,Baraga County,11.7
2012,October,Michigan,Mason County,7.9
2012,October,Michigan,Eaton County,6.1
2012,October,Michigan,Calhoun County,7.3
2012,October,Michigan,Iosco County,9.1
2012,October,Michigan,Benzie County,8.6
2012,October,Michigan,Alcona County,10.8
2012,October,Michigan,Alger County,9.4
2012,October,Michigan,Gladwin County,10.2
2012,October,Michigan,Huron County,6.2
2012,October,Michigan,Mecosta County,8.6
2012,October,Michigan,Menominee County,7
2012,October,Michigan,Marquette County,6.5
2012,October,Michigan,Gratiot County,7.7
2012,October,Michigan,Kalkaska County,9.5
2012,October,Michigan,Montmorency County,13.4
2012,October,Michigan,Saint Joseph County,7.7
2012,October,Michigan,Charlevoix County,9.1
2012,October,Michigan,Mackinac County,5.5
2012,October,Michigan,Washtenaw County,5.3
2012,October,Michigan,Dickinson County,7.2
2012,October,Michigan,Barry County,5.9
2012,October,Michigan,Arenac County,10.8
2012,October,Michigan,Tuscola County,9.1
2012,October,Michigan,Oscoda County,13.5
2012,October,Michigan,Wayne County,11.7
2012,October,Michigan,Roscommon County,11.4
2012,October,Michigan,Alpena County,8.1
2012,October,Michigan,Jackson County,7.7
2012,October,Michigan,Saginaw County,8.4
2012,October,Michigan,Missaukee County,8
2012,October,Michigan,Genesee County,9.3
2012,October,Michigan,Hillsdale County,8.6
2012,October,Michigan,Cheboygan County,6.9
2012,October,Michigan,Wexford County,9.8
2012,October,Michigan,Berrien County,7.9
2012,October,Michigan,Oceana County,10.4
2012,October,Michigan,Oakland County,8
2012,October,Michigan,Lapeer County,10.8
2012,October,Michigan,Cass County,7.4
2012,October,Michigan,Allegan County,6.2
2012,October,Michigan,Crawford County,10.4
2012,October,Michigan,Bay County,7.5
2012,October,Michigan,Emmet County,9.5
2012,October,Michigan,Grand Traverse County,6.9
2012,October,Michigan,Isabella County,6.4
2012,October,Michigan,Houghton County,7.2
2012,October,Michigan,Muskegon County,9.1
2012,October,Michigan,Lake County,12
2012,October,Michigan,Chippewa County,8
2012,October,Michigan,Clinton County,5.4
2012,October,Michigan,Manistee County,8.9
2012,October,Michigan,Osceola County,8.9
2012,October,Michigan,Ottawa County,5.8
2012,October,Michigan,Lenawee County,7.1
2012,October,Michigan,Ionia County,7.4
2012,October,Michigan,Sanilac County,9
2012,October,Michigan,Gogebic County,9.6
2012,October,Michigan,Delta County,8.2
2012,October,Michigan,Otsego County,9.2
2012,October,Michigan,Montcalm County,8.9
2012,October,Michigan,Monroe County,6.7
2012,October,Michigan,Shiawassee County,8.7
2012,October,Michigan,Iron County,7.7
2012,October,Michigan,Ingham County,7.1
2012,October,Michigan,Branch County,8.3
2012,October,Michigan,Saint Clair County,11.2
2012,October,Michigan,Schoolcraft County,10.1
2012,October,Michigan,Kalamazoo County,6.5
2012,October,Michigan,Keweenaw County,9.5
2012,October,Michigan,Ogemaw County,9.8
2012,October,Michigan,Leelanau County,6.3
2012,October,Michigan,Midland County,6.9
2012,October,Michigan,Antrim County,9.5
2012,October,Michigan,Ontonagon County,11
2012,October,Michigan,Newaygo County,7.9
2012,October,Michigan,Kent County,6
2012,October,Michigan,Presque Isle County,11.3
2012,October,Michigan,Luce County,9.9
2012,October,Michigan,Van Buren County,9.1
2012,March,Michigan,Livingston County,8.1
2012,March,Michigan,Clare County,13
2012,March,Michigan,Macomb County,9.8
2012,March,Michigan,Baraga County,15.1
2012,March,Michigan,Mason County,11.2
2012,March,Michigan,Eaton County,7.3
2012,March,Michigan,Calhoun County,8.7
2012,March,Michigan,Iosco County,13.1
2012,March,Michigan,Benzie County,12.7
2012,March,Michigan,Alcona County,14.5
2012,March,Michigan,Alger County,14.5
2012,March,Michigan,Gladwin County,13.1
2012,March,Michigan,Huron County,9.5
2012,March,Michigan,Mecosta County,10.7
2012,March,Michigan,Menominee County,8.8
2012,March,Michigan,Marquette County,8.9
2012,March,Michigan,Gratiot County,9.5
2012,March,Michigan,Kalkaska County,13.2
2012,March,Michigan,Montmorency County,18.8
2012,March,Michigan,Saint Joseph County,9.4
2012,March,Michigan,Charlevoix County,12.6
2012,March,Michigan,Mackinac County,24.3
2012,March,Michigan,Washtenaw County,6
2012,March,Michigan,Dickinson County,9.1
2012,March,Michigan,Barry County,7.5
2012,March,Michigan,Arenac County,14.8
2012,March,Michigan,Tuscola County,11.2
2012,March,Michigan,Oscoda County,17.8
2012,March,Michigan,Wayne County,11.4
2012,March,Michigan,Roscommon County,15
2012,March,Michigan,Alpena County,11
2012,March,Michigan,Jackson County,8.8
2012,March,Michigan,Saginaw County,9.7
2012,March,Michigan,Missaukee County,11.5
2012,March,Michigan,Genesee County,10.2
2012,March,Michigan,Hillsdale County,9.3
2012,March,Michigan,Cheboygan County,18.3
2012,March,Michigan,Wexford County,11.8
2012,March,Michigan,Berrien County,9.5
2012,March,Michigan,Oceana County,15.2
2012,March,Michigan,Oakland County,8.2
2012,March,Michigan,Lapeer County,12.2
2012,March,Michigan,Cass County,9
2012,March,Michigan,Allegan County,8.2
2012,March,Michigan,Crawford County,13.5
2012,March,Michigan,Bay County,9.6
2012,March,Michigan,Emmet County,14.7
2012,March,Michigan,Grand Traverse County,9.8
2012,March,Michigan,Isabella County,7.9
2012,March,Michigan,Houghton County,10.2
2012,March,Michigan,Muskegon County,10.5
2012,March,Michigan,Lake County,14
2012,March,Michigan,Chippewa County,11.4
2012,March,Michigan,Clinton County,6.5
2012,March,Michigan,Manistee County,12.4
2012,March,Michigan,Osceola County,10.5
2012,March,Michigan,Ottawa County,7.1
2012,March,Michigan,Lenawee County,9
2012,March,Michigan,Ionia County,9.1
2012,March,Michigan,Sanilac County,11.6
2012,March,Michigan,Gogebic County,11.6
2012,March,Michigan,Delta County,10.7
2012,March,Michigan,Otsego County,11.9
2012,March,Michigan,Montcalm County,10.9
2012,March,Michigan,Monroe County,8
2012,March,Michigan,Shiawassee County,10.2
2012,March,Michigan,Iron County,10.7
2012,March,Michigan,Ingham County,8
2012,March,Michigan,Branch County,9.2
2012,March,Michigan,Saint Clair County,12
2012,March,Michigan,Schoolcraft County,15.4
2012,March,Michigan,Kalamazoo County,7.5
2012,March,Michigan,Keweenaw County,16
2012,March,Michigan,Ogemaw County,13.4
2012,March,Michigan,Leelanau County,10
2012,March,Michigan,Midland County,8.5
2012,March,Michigan,Antrim County,13.8
2012,March,Michigan,Ontonagon County,14.9
2012,March,Michigan,Newaygo County,10.1
2012,March,Michigan,Kent County,7.2
2012,March,Michigan,Presque Isle County,18.8
2012,March,Michigan,Luce County,12.1
2012,March,Michigan,Van Buren County,11.3
2012,August,Michigan,Livingston County,8.3
2012,August,Michigan,Clare County,11.6
2012,August,Michigan,Macomb County,10.5
2012,August,Michigan,Baraga County,13.2
2012,August,Michigan,Mason County,8.9
2012,August,Michigan,Eaton County,7.1
2012,August,Michigan,Calhoun County,8.5
2012,August,Michigan,Iosco County,10
2012,August,Michigan,Benzie County,8.9
2012,August,Michigan,Alcona County,11.7
2012,August,Michigan,Alger County,10
2012,August,Michigan,Gladwin County,11.4
2012,August,Michigan,Huron County,7.6
2012,August,Michigan,Mecosta County,10.4
2012,August,Michigan,Menominee County,8.2
2012,August,Michigan,Marquette County,8.2
2012,August,Michigan,Gratiot County,8.8
2012,August,Michigan,Kalkaska County,10.2
2012,August,Michigan,Montmorency County,15
2012,August,Michigan,Saint Joseph County,8.7
2012,August,Michigan,Charlevoix County,9.5
2012,August,Michigan,Mackinac County,4.7
2012,August,Michigan,Washtenaw County,6.3
2012,August,Michigan,Dickinson County,8.3
2012,August,Michigan,Barry County,6.8
2012,August,Michigan,Arenac County,11.5
2012,August,Michigan,Tuscola County,10.5
2012,August,Michigan,Oscoda County,14
2012,August,Michigan,Wayne County,12.7
2012,August,Michigan,Roscommon County,12.8
2012,August,Michigan,Alpena County,9.6
2012,August,Michigan,Jackson County,8.7
2012,August,Michigan,Saginaw County,9.4
2012,August,Michigan,Missaukee County,9.4
2012,August,Michigan,Genesee County,10.2
2012,August,Michigan,Hillsdale County,9.1
2012,August,Michigan,Cheboygan County,6.8
2012,August,Michigan,Wexford County,11.4
2012,August,Michigan,Berrien County,8.9
2012,August,Michigan,Oceana County,10.9
2012,August,Michigan,Oakland County,8.9
2012,August,Michigan,Lapeer County,11.7
2012,August,Michigan,Cass County,8.5
2012,August,Michigan,Allegan County,7.1
2012,August,Michigan,Crawford County,10.8
2012,August,Michigan,Bay County,8.6
2012,August,Michigan,Emmet County,9.7
2012,August,Michigan,Grand Traverse County,7.5
2012,August,Michigan,Isabella County,7.5
2012,August,Michigan,Houghton County,8.8
2012,August,Michigan,Muskegon County,10.1
2012,August,Michigan,Lake County,12.6
2012,August,Michigan,Chippewa County,9.3
2012,August,Michigan,Clinton County,6.3
2012,August,Michigan,Manistee County,9.7
2012,August,Michigan,Osceola County,10
2012,August,Michigan,Ottawa County,6.6
2012,August,Michigan,Lenawee County,8.4
2012,August,Michigan,Ionia County,8.4
2012,August,Michigan,Sanilac County,10
2012,August,Michigan,Gogebic County,10.7
2012,August,Michigan,Delta County,9.4
2012,August,Michigan,Otsego County,9.8
2012,August,Michigan,Montcalm County,10.1
2012,August,Michigan,Monroe County,7.8
2012,August,Michigan,Shiawassee County,9.4
2012,August,Michigan,Iron County,8.7
2012,August,Michigan,Ingham County,8.2
2012,August,Michigan,Branch County,8.7
2012,August,Michigan,Saint Clair County,12.2
2012,August,Michigan,Schoolcraft County,10.8
2012,August,Michigan,Kalamazoo County,7.4
2012,August,Michigan,Keweenaw County,11.2
2012,August,Michigan,Ogemaw County,10.3
2012,August,Michigan,Leelanau County,7
2012,August,Michigan,Midland County,7.8
2012,August,Michigan,Antrim County,9.9
2012,August,Michigan,Ontonagon County,12.6
2012,August,Michigan,Newaygo County,8.8
2012,August,Michigan,Kent County,6.9
2012,August,Michigan,Presque Isle County,12.2
2012,August,Michigan,Luce County,10
2012,August,Michigan,Van Buren County,10.1
2012,May,Michigan,Livingston County,7.9
2012,May,Michigan,Clare County,12.1
2012,May,Michigan,Macomb County,9.7
2012,May,Michigan,Baraga County,15
2012,May,Michigan,Mason County,9.2
2012,May,Michigan,Eaton County,7.1
2012,May,Michigan,Calhoun County,8.5
2012,May,Michigan,Iosco County,11.4
2012,May,Michigan,Benzie County,10.1
2012,May,Michigan,Alcona County,12.6
2012,May,Michigan,Alger County,12
2012,May,Michigan,Gladwin County,11.9
2012,May,Michigan,Huron County,7.9
2012,May,Michigan,Mecosta County,10.6
2012,May,Michigan,Menominee County,7.8
2012,May,Michigan,Marquette County,8.3
2012,May,Michigan,Gratiot County,8.9
2012,May,Michigan,Kalkaska County,11.2
2012,May,Michigan,Montmorency County,16.1
2012,May,Michigan,Saint Joseph County,9.3
2012,May,Michigan,Charlevoix County,10.5
2012,May,Michigan,Mackinac County,7.7
2012,May,Michigan,Washtenaw County,6.3
2012,May,Michigan,Dickinson County,8.6
2012,May,Michigan,Barry County,6.8
2012,May,Michigan,Arenac County,12.5
2012,May,Michigan,Tuscola County,10.7
2012,May,Michigan,Oscoda County,14.7
2012,May,Michigan,Wayne County,11.5
2012,May,Michigan,Roscommon County,13.5
2012,May,Michigan,Alpena County,9.5
2012,May,Michigan,Jackson County,8.7
2012,May,Michigan,Saginaw County,9.4
2012,May,Michigan,Missaukee County,9.3
2012,May,Michigan,Genesee County,10
2012,May,Michigan,Hillsdale County,9.2
2012,May,Michigan,Cheboygan County,9.8
2012,May,Michigan,Wexford County,10.8
2012,May,Michigan,Berrien County,9.1
2012,May,Michigan,Oceana County,11.9
2012,May,Michigan,Oakland County,8.3
2012,May,Michigan,Lapeer County,11.1
2012,May,Michigan,Cass County,8.5
2012,May,Michigan,Allegan County,7.3
2012,May,Michigan,Crawford County,11.4
2012,May,Michigan,Bay County,9
2012,May,Michigan,Emmet County,11.9
2012,May,Michigan,Grand Traverse County,8.3
2012,May,Michigan,Isabella County,7.7
2012,May,Michigan,Houghton County,9.8
2012,May,Michigan,Muskegon County,10.1
2012,May,Michigan,Lake County,13
2012,May,Michigan,Chippewa County,10
2012,May,Michigan,Clinton County,6.2
2012,May,Michigan,Manistee County,10.6
2012,May,Michigan,Osceola County,9.8
2012,May,Michigan,Ottawa County,6.7
2012,May,Michigan,Lenawee County,8.7
2012,May,Michigan,Ionia County,8.5
2012,May,Michigan,Sanilac County,10.6
2012,May,Michigan,Gogebic County,12.1
2012,May,Michigan,Delta County,9.6
2012,May,Michigan,Otsego County,10.9
2012,May,Michigan,Montcalm County,10.4
2012,May,Michigan,Monroe County,8
2012,May,Michigan,Shiawassee County,9.4
2012,May,Michigan,Iron County,9.9
2012,May,Michigan,Ingham County,8.1
2012,May,Michigan,Branch County,8.9
2012,May,Michigan,Saint Clair County,11.5
2012,May,Michigan,Schoolcraft County,12.1
2012,May,Michigan,Kalamazoo County,7.6
2012,May,Michigan,Keweenaw County,13.5
2012,May,Michigan,Ogemaw County,11.2
2012,May,Michigan,Leelanau County,7.7
2012,May,Michigan,Midland County,8
2012,May,Michigan,Antrim County,11.4
2012,May,Michigan,Ontonagon County,14.2
2012,May,Michigan,Newaygo County,9.1
2012,May,Michigan,Kent County,7
2012,May,Michigan,Presque Isle County,13.4
2012,May,Michigan,Luce County,10.2
2012,May,Michigan,Van Buren County,10.5
2012,January,Michigan,Livingston County,8.5
2012,January,Michigan,Clare County,13.4
2012,January,Michigan,Macomb County,10.2
2012,January,Michigan,Baraga County,15.7
2012,January,Michigan,Mason County,12.1
2012,January,Michigan,Eaton County,7.6
2012,January,Michigan,Calhoun County,9.2
2012,January,Michigan,Iosco County,13.7
2012,January,Michigan,Benzie County,13.5
2012,January,Michigan,Alcona County,14.9
2012,January,Michigan,Alger County,14.7
2012,January,Michigan,Gladwin County,13.5
2012,January,Michigan,Huron County,9.7
2012,January,Michigan,Mecosta County,11.1
2012,January,Michigan,Menominee County,8.8
2012,January,Michigan,Marquette County,8.9
2012,January,Michigan,Gratiot County,10.4
2012,January,Michigan,Kalkaska County,13.2
2012,January,Michigan,Montmorency County,19.6
2012,January,Michigan,Saint Joseph County,10.6
2012,January,Michigan,Charlevoix County,13.3
2012,January,Michigan,Mackinac County,25.7
2012,January,Michigan,Washtenaw County,5.9
2012,January,Michigan,Dickinson County,9.1
2012,January,Michigan,Barry County,7.7
2012,January,Michigan,Arenac County,15.3
2012,January,Michigan,Tuscola County,11.9
2012,January,Michigan,Oscoda County,19
2012,January,Michigan,Wayne County,11.8
2012,January,Michigan,Roscommon County,15.4
2012,January,Michigan,Alpena County,11
2012,January,Michigan,Jackson County,9.2
2012,January,Michigan,Saginaw County,10
2012,January,Michigan,Missaukee County,11.8
2012,January,Michigan,Genesee County,10.6
2012,January,Michigan,Hillsdale County,10
2012,January,Michigan,Cheboygan County,19.4
2012,January,Michigan,Wexford County,12.6
2012,January,Michigan,Berrien County,10.1
2012,January,Michigan,Oceana County,16.4
2012,January,Michigan,Oakland County,8.4
2012,January,Michigan,Lapeer County,13.1
2012,January,Michigan,Cass County,9.4
2012,January,Michigan,Allegan County,8.4
2012,January,Michigan,Crawford County,13.6
2012,January,Michigan,Bay County,9.8
2012,January,Michigan,Emmet County,15.2
2012,January,Michigan,Grand Traverse County,10
2012,January,Michigan,Isabella County,7.7
2012,January,Michigan,Houghton County,9.7
2012,January,Michigan,Muskegon County,10.9
2012,January,Michigan,Lake County,14.6
2012,January,Michigan,Chippewa County,11.8
2012,January,Michigan,Clinton County,6.6
2012,January,Michigan,Manistee County,13.1
2012,January,Michigan,Osceola County,11.5
2012,January,Michigan,Ottawa County,7.3
2012,January,Michigan,Lenawee County,9.3
2012,January,Michigan,Ionia County,9.4
2012,January,Michigan,Sanilac County,12.3
2012,January,Michigan,Gogebic County,11.5
2012,January,Michigan,Delta County,11.4
2012,January,Michigan,Otsego County,12.1
2012,January,Michigan,Montcalm County,11.4
2012,January,Michigan,Monroe County,8.6
2012,January,Michigan,Shiawassee County,10.7
2012,January,Michigan,Iron County,10.6
2012,January,Michigan,Ingham County,8.1
2012,January,Michigan,Branch County,10.3
2012,January,Michigan,Saint Clair County,12.8
2012,January,Michigan,Schoolcraft County,15.3
2012,January,Michigan,Kalamazoo County,7.7
2012,January,Michigan,Keweenaw County,13.9
2012,January,Michigan,Ogemaw County,13.9
2012,January,Michigan,Leelanau County,10.4
2012,January,Michigan,Midland County,8.5
2012,January,Michigan,Antrim County,14
2012,January,Michigan,Ontonagon County,15
2012,January,Michigan,Newaygo County,10.7
2012,January,Michigan,Kent County,7.4
2012,January,Michigan,Presque Isle County,18.3
2012,January,Michigan,Luce County,12.3
2012,January,Michigan,Van Buren County,12.2
2012,June,Michigan,Livingston County,8.5
2012,June,Michigan,Clare County,12.4
2012,June,Michigan,Macomb County,10.5
2012,June,Michigan,Baraga County,14.7
2012,June,Michigan,Mason County,9.4
2012,June,Michigan,Eaton County,7.7
2012,June,Michigan,Calhoun County,9.1
2012,June,Michigan,Iosco County,11.2
2012,June,Michigan,Benzie County,9.8
2012,June,Michigan,Alcona County,12
2012,June,Michigan,Alger County,11.1
2012,June,Michigan,Gladwin County,11.8
2012,June,Michigan,Huron County,8.1
2012,June,Michigan,Mecosta County,11.3
2012,June,Michigan,Menominee County,8.2
2012,June,Michigan,Marquette County,9.4
2012,June,Michigan,Gratiot County,9.7
2012,June,Michigan,Kalkaska County,11
2012,June,Michigan,Montmorency County,15.8
2012,June,Michigan,Saint Joseph County,9.5
2012,June,Michigan,Charlevoix County,10.1
2012,June,Michigan,Mackinac County,5.7
2012,June,Michigan,Washtenaw County,7
2012,June,Michigan,Dickinson County,9.1
2012,June,Michigan,Barry County,7.3
2012,June,Michigan,Arenac County,12.6
2012,June,Michigan,Tuscola County,11
2012,June,Michigan,Oscoda County,15.1
2012,June,Michigan,Wayne County,12.5
2012,June,Michigan,Roscommon County,13.5
2012,June,Michigan,Alpena County,10
2012,June,Michigan,Jackson County,9.3
2012,June,Michigan,Saginaw County,9.9
2012,June,Michigan,Missaukee County,9.7
2012,June,Michigan,Genesee County,10.6
2012,June,Michigan,Hillsdale County,9.7
2012,June,Michigan,Cheboygan County,8.4
2012,June,Michigan,Wexford County,11.1
2012,June,Michigan,Berrien County,9.7
2012,June,Michigan,Oceana County,11.7
2012,June,Michigan,Oakland County,9
2012,June,Michigan,Lapeer County,11.8
2012,June,Michigan,Cass County,9.2
2012,June,Michigan,Allegan County,7.7
2012,June,Michigan,Crawford County,11.4
2012,June,Michigan,Bay County,9.2
2012,June,Michigan,Emmet County,11
2012,June,Michigan,Grand Traverse County,8.2
2012,June,Michigan,Isabella County,8.7
2012,June,Michigan,Houghton County,10.1
2012,June,Michigan,Muskegon County,10.6
2012,June,Michigan,Lake County,12.9
2012,June,Michigan,Chippewa County,10.4
2012,June,Michigan,Clinton County,6.7
2012,June,Michigan,Manistee County,10.7
2012,June,Michigan,Osceola County,10.1
2012,June,Michigan,Ottawa County,7.3
2012,June,Michigan,Lenawee County,9.1
2012,June,Michigan,Ionia County,9.1
2012,June,Michigan,Sanilac County,10.5
2012,June,Michigan,Gogebic County,12.3
2012,June,Michigan,Delta County,10
2012,June,Michigan,Otsego County,10.7
2012,June,Michigan,Montcalm County,10.9
2012,June,Michigan,Monroe County,8.4
2012,June,Michigan,Shiawassee County,10
2012,June,Michigan,Iron County,9.7
2012,June,Michigan,Ingham County,9
2012,June,Michigan,Branch County,9.2
2012,June,Michigan,Saint Clair County,12.1
2012,June,Michigan,Schoolcraft County,12.1
2012,June,Michigan,Kalamazoo County,8.1
